ACC X [m/s^2],ACC Y [m/s^2],ACC Z [m/s^2],GYRO X [rad/s],GYRO Y [rad/s],GYRO Z [rad/s],DVL X [m/s],DVL Y [m/s],DVL Z [m/s]
-0.000921,-0.000604,-0.097858,8.20E-05,-3.10E-05,-1.40E-05,2.025319618,-0.114180099,-0.002487456
-0.000721,0.00015,-0.097621,-4.80E-05,-2.40E-05,1.90E-05,2.0431921,-0.088600167,0.011784286
-0.000881,1.20E-05,-0.097969,5.40E-05,1.00E-06,2.80E-05,2.043030245,-0.082809677,-0.009735823
-0.000916,-0.000531,-0.098288,-3.40E-05,2.30E-05,-3.00E-06,2.034325181,-0.093066772,-0.045566457
-0.000861,-0.000333,-0.098161,-5.80E-05,1.00E-05,-1.90E-05,2.033997706,-0.122779827,-0.036335118
-0.000921,-0.000398,-0.097479,6.00E-05,-1.10E-05,1.30E-05,2.031225821,-0.119904646,0.006713872
-0.000747,-0.000167,-0.097434,5.60E-05,-1.50E-05,4.90E-05,2.035309648,-0.089415382,0.032309397
-0.000638,-0.000332,-0.098122,1.80E-05,2.00E-06,4.80E-05,2.033250598,-0.047415875,0.0036126
-0.000804,-0.00054,-0.098628,-3.90E-05,1.80E-05,-1.00E-05,2.020155608,-0.056278841,-0.039374898
-0.000913,-0.000959,-0.098145,1.70E-05,-1.30E-05,-4.70E-05,2.036274779,-0.072027932,-0.041481476
-0.000524,-4.40E-05,-0.097854,-5.60E-05,-1.60E-05,-3.80E-05,2.045396854,-0.099450453,-0.015889296
-0.000746,-0.000584,-0.097703,0.000109,2.00E-06,-2.00E-05,2.050434606,-0.089965528,0.004584275
-0.00085,0.000301,-0.097772,-0.000104,2.60E-05,-5.00E-06,2.033625266,-0.077848153,0.003619419
-0.00083,0.000249,-0.098013,0.000121,-1.00E-06,-5.00E-06,2.028340618,-0.062694483,-0.004562798
-0.000982,-0.000872,-0.097925,4.40E-05,-2.80E-05,-7.00E-06,2.03475863,-0.054646632,-0.004589193
-0.001113,-0.000273,-0.098057,-0.000113,-9.00E-06,-7.00E-06,2.045483052,-0.045098981,-0.010780288
-0.000987,-0.000504,-0.098276,3.90E-05,3.50E-05,-3.40E-05,2.042708022,-0.061078734,-0.027161611
-0.000413,-0.000444,-0.098071,2.50E-05,4.20E-05,-4.90E-05,2.034767202,-0.122043259,-0.021991118
-0.000639,-2.40E-05,-0.097685,3.00E-05,1.00E-06,-9.00E-06,2.032215727,-0.138006235,0.021062136
-2.20E-05,6.50E-05,-0.097543,5.70E-05,-9.00E-06,6.20E-05,2.044740558,-0.087125519,0.043545272
-0.00041,-0.00045,-0.098074,7.90E-05,-2.00E-06,5.20E-05,2.03804209,-0.023443002,0.010761085
-0.000183,-0.000613,-0.098594,-5.90E-05,2.10E-05,-6.00E-06,2.024191863,-0.035941926,-0.050667711
-5.50E-05,-0.000457,-0.098364,-8.90E-05,5.00E-06,-4.40E-05,2.034953272,-0.093786361,-0.065037772
4.30E-05,-0.000281,-0.097714,-1.90E-05,-1.50E-05,-7.00E-06,2.049576538,-0.149400001,-0.018965577
-0.000233,0.000134,-0.097172,-2.94E-21,-1.90E-05,4.80E-05,2.054638529,-0.131210082,0.037370804
-0.00038,0.000443,-0.097723,1.40E-05,-1.70E-05,5.70E-05,2.041418871,-0.0581814,0.029202873
-0.000471,-0.000497,-0.098432,6.80E-05,2.20E-05,5.00E-06,2.031593957,-0.03874346,-0.015853635
-0.000223,-0.000778,-0.098707,-6.00E-05,1.00E-05,-4.00E-05,2.026706813,-0.064171047,-0.046570535
4.70E-05,0.000101,-0.097906,-5.30E-05,2.33E-21,-3.80E-05,2.041611711,-0.094423696,-0.030222475
6.10E-05,-0.000719,-0.097623,8.50E-05,-6.12E-23,1.00E-06,2.050575628,-0.108803177,-0.004634227
9.50E-05,0.000155,-0.097949,-9.80E-05,1.20E-05,1.10E-05,2.041024038,-0.092246055,0.014867476
0.000117,0.000347,-0.097874,4.10E-05,2.10E-05,9.00E-06,2.044920471,-0.057418344,0.006645292
0.000407,2.10E-05,-0.098276,5.70E-05,3.00E-05,5.00E-06,2.033389419,-0.070604878,-0.01585179
0.000614,-0.000723,-0.097941,-2.10E-05,1.30E-05,-1.20E-05,2.03206298,-0.079315736,-0.011745399
0.000674,-0.00065,-0.098062,-6.00E-06,-1.40E-05,-6.00E-06,2.029965636,-0.084411633,-0.007637077
0.00071,-0.000432,-0.098114,-7.80E-05,-8.00E-06,-2.00E-06,2.039476074,-0.092268946,-0.007670838
0.000492,0.000285,-0.097866,6.50E-05,-9.80E-22,1.60E-05,2.057226864,-0.066697643,-0.02209084
0.00036,-0.000384,-0.098242,-3.00E-06,1.80E-05,-1.50E-05,2.048418514,-0.063909929,-0.043577511
0.000524,0.000313,-0.097969,-0.000153,-1.20E-05,-4.10E-05,2.037348864,-0.103167557,-0.026104995
0.000237,-4.30E-05,-0.097458,0.000232,-4.20E-05,1.00E-06,2.036664252,-0.096647413,0.004637044
0.000172,-0.000738,-0.097665,-3.20E-05,-2.90E-05,3.40E-05,2.034792966,-0.064787565,-0.00458658
-5.00E-05,-9.00E-06,-0.098203,-7.50E-05,1.00E-06,9.00E-06,2.031086529,-0.06846346,-0.040436856
-5.10E-05,0.000107,-0.098231,-4.00E-05,2.14E-21,-3.50E-05,2.03636857,-0.086515987,-0.042500918
-0.000364,0.000161,-0.097853,6.50E-05,-2.50E-05,-1.20E-05,2.025710031,-0.098958241,-0.025037208
-0.000914,-0.000625,-0.097568,6.40E-05,-3.30E-05,9.00E-06,2.04505302,-0.073360285,-0.002572961
-0.000901,-0.000186,-0.097856,-3.10E-05,-1.60E-05,2.40E-05,2.048482324,-0.062453474,-0.020008977
-0.000753,-0.000205,-0.098225,-9.00E-05,-3.00E-06,-1.40E-05,2.034986089,-0.089428853,-0.03224784
-0.001186,3.00E-06,-0.097866,-3.70E-05,-3.00E-06,-2.70E-05,2.026696562,-0.118510453,-0.01786259
-0.001197,1.30E-05,-0.09759,0.000134,-2.80E-05,3.20E-05,2.020621966,-0.089593057,0.001621648
-0.001809,-0.000504,-0.097828,4.10E-05,-3.00E-05,4.10E-05,2.033962515,-0.05827888,-0.013807273
-0.001508,0.000189,-0.098106,-0.000133,1.00E-06,-8.08E-21,2.052148628,-0.07038439,-0.036416783
-0.001162,-0.000487,-0.098178,-5.40E-05,2.80E-05,-3.20E-05,2.040962589,-0.103850782,-0.033291498
-0.001434,-0.000141,-0.097926,-5.40E-05,1.70E-05,-6.00E-06,2.03266882,-0.128580889,-0.004561306
-0.001488,0.000234,-0.097546,7.90E-05,-1.40E-05,1.60E-05,2.025258438,-0.109825982,0.010832692
-0.001247,-6.60E-05,-0.097918,-2.76E-21,-1.70E-05,4.50E-05,2.037992911,-0.08793816,-0.003567384
-0.001471,-0.000337,-0.098152,1.60E-05,-1.00E-05,2.60E-05,2.030538067,-0.076437648,-0.021987497
-0.00123,-0.000367,-0.098279,1.60E-05,1.00E-05,-3.00E-06,2.052982218,-0.079795862,-0.039491404
-0.001668,-0.000272,-0.097938,-0.00012,6.00E-06,-2.40E-05,2.042207547,-0.084996987,-0.032276289
-0.001524,0.000324,-0.09771,4.00E-05,-7.00E-06,-2.90E-05,2.032959389,-0.091623708,-0.00867143
-0.001922,-0.000342,-0.097701,9.90E-05,-2.30E-05,9.00E-06,2.0344323,-0.090154814,0.001569688
-0.00193,-0.000518,-0.098129,-5.50E-05,-1.70E-05,1.30E-05,2.037013468,-0.068387278,-0.010742029
-0.001957,-0.000363,-0.098077,-2.00E-05,-1.40E-05,-1.10E-05,2.035579311,-0.074205866,-0.029180175
-0.00189,-0.000351,-0.097984,3.20E-05,5.00E-06,-2.90E-05,2.035253078,-0.102467617,-0.012776181
-0.001802,-3.20E-05,-0.097872,2.60E-05,1.50E-05,-2.00E-06,2.039612436,-0.098064864,0.000528274
-0.001828,-0.000246,-0.097856,2.40E-05,1.00E-06,9.00E-06,2.043019203,-0.078456158,0.007683165
-0.001613,-0.000322,-0.097965,1.40E-05,2.30E-05,4.00E-06,2.035551977,-0.061155285,0.003607632
-0.001491,-2.50E-05,-0.098047,-7.00E-05,1.70E-05,-2.90E-05,2.039274846,-0.074881632,-0.010748805
-0.001419,-0.000163,-0.098258,8.90E-05,1.80E-05,-3.00E-05,2.029203253,-0.083701502,-0.023005502
-0.000911,-0.000374,-0.0981,1.00E-05,1.00E-06,-1.40E-05,2.027252411,-0.097488559,-0.005574287
-0.000996,-0.000366,-0.097822,5.00E-05,-2.00E-06,7.00E-06,2.042241993,-0.07484315,0.005635106
-0.000925,-0.000343,-0.098203,-2.20E-05,1.30E-05,1.90E-05,2.037056241,-0.071284466,-0.009716399
-0.001005,-0.000297,-0.098226,-5.00E-06,2.40E-05,-7.00E-06,2.042270518,-0.086441259,-0.017930033
-0.000332,-7.70E-05,-0.098113,-4.00E-06,2.30E-05,-2.10E-05,2.042629905,-0.111070627,-0.001529609
-0.00026,0.000457,-0.097535,2.50E-05,7.00E-06,1.20E-05,2.026630495,-0.099662149,0.022096846
-0.000389,-0.000186,-0.097554,0.000143,9.00E-06,3.20E-05,2.028393452,-0.071383213,0.005686426
-7.50E-05,-0.000644,-0.098325,-0.000123,2.90E-05,1.20E-05,2.043402839,-0.064689423,-0.026138249
0.000284,0.000263,-0.098419,-6.00E-06,1.20E-05,-2.00E-05,2.040197219,-0.095883534,-0.012795618
0.000364,-0.00035,-0.097898,1.00E-05,2.40E-05,2.00E-06,2.043748531,-0.086416593,0.000509515
0.000628,0.000531,-0.097998,-9.00E-06,2.50E-05,5.00E-06,2.044398091,-0.079888125,0.000505298
0.000966,8.60E-05,-0.098205,7.70E-05,1.30E-05,8.00E-06,2.039272856,-0.082125516,-0.015869874
0.000696,-0.000645,-0.098034,-4.20E-05,1.40E-05,-8.00E-06,2.026902718,-0.077201064,-0.012750507
0.000982,7.30E-05,-0.097857,-0.000112,3.00E-06,-3.00E-06,2.040026331,-0.079938544,0.002570823
0.001103,0.000765,-0.097653,6.90E-05,4.00E-06,1.10E-05,2.045547457,-0.056684348,0.004592713
0.001074,-0.000196,-0.098082,-7.00E-06,2.00E-05,-1.20E-05,2.042573497,-0.055273022,-0.007692535
0.00088,-7.80E-05,-0.098218,-5.20E-05,-5.00E-06,-3.10E-05,2.03258867,-0.069883992,-0.00969992
0.000914,-0.000151,-0.098019,1.90E-05,-2.40E-05,-2.90E-05,2.034724218,-0.063334732,0.000536324
0.001186,-0.000388,-0.097827,3.80E-05,4.00E-06,-1.00E-05,2.052630608,-0.050804393,-0.010805715
0.001059,0.000293,-0.098211,-9.80E-05,1.30E-05,-1.80E-05,2.057719595,-0.058719214,-0.031315924
0.001158,0.000453,-0.09823,1.40E-05,1.50E-05,-3.10E-05,2.044874999,-0.080612006,-0.042532614
0.000875,-0.000238,-0.097654,2.90E-05,-9.00E-06,-2.40E-05,2.030932767,-0.115548714,-0.003533274
0.000728,-5.40E-05,-0.09749,4.40E-05,-4.30E-05,4.00E-05,2.039575337,-0.102395592,0.027169776
0.000389,-7.00E-06,-0.097713,4.70E-05,-3.00E-05,5.90E-05,2.038845015,-0.048790387,0.005639876
0.000567,-0.000639,-0.098397,1.00E-05,-1.20E-05,1.00E-05,2.043511071,-0.027730858,-0.036393729
0.000302,-0.000127,-0.098233,-0.000185,2.00E-06,-3.60E-05,2.049624659,-0.062442451,-0.059973576
5.70E-05,0.000267,-0.097883,3.10E-05,-2.70E-05,-3.20E-05,2.039890114,-0.091536646,-0.040460834
-0.000319,-0.000202,-0.097586,8.00E-06,-5.10E-05,1.50E-05,2.036705212,-0.118376397,-0.00765332
-0.000831,-0.000275,-0.097355,0.000109,-4.90E-05,4.80E-05,2.04239851,-0.102363409,0.013838019
-0.001192,-1.00E-05,-0.098026,7.00E-06,-3.20E-05,4.90E-05,2.038940593,-0.06328353,-0.011774688
-0.00143,-0.000307,-0.098294,-1.30E-05,-5.00E-06,3.00E-06,2.039320435,-0.04662243,-0.048667893
-0.001269,4.70E-05,-0.098116,-5.30E-05,7.00E-06,-3.50E-05,2.045491028,-0.076979734,-0.045608943
-0.00139,-3.00E-06,-0.097636,-1.00E-06,-1.60E-05,-2.60E-05,2.053882861,-0.099332013,-0.006698283
-0.001669,0.000511,-0.097368,1.20E-05,-2.30E-05,1.20E-05,2.053531301,-0.06165287,0.019933041
-0.002105,-5.30E-05,-0.098041,6.10E-05,-9.00E-06,1.60E-05,2.034368764,-0.0415986,-0.00151723
-0.001913,-0.00024,-0.098249,-5.10E-05,1.90E-21,-3.10E-05,2.031600963,-0.054676597,-0.010725314
-0.001984,-0.000155,-0.098025,-8.30E-05,4.00E-06,-4.20E-05,2.023733443,-0.062740618,-0.00864443
-0.00206,2.20E-05,-0.097983,5.70E-05,1.60E-05,-1.30E-05,2.033318555,-0.07784162,-0.010725528
-0.001444,-6.50E-05,-0.09808,5.00E-06,1.90E-05,-2.00E-06,2.044073318,-0.068294803,-0.012817708
-0.001378,1.90E-05,-0.097878,-4.10E-05,2.50E-05,6.00E-06,2.057166628,-0.069584835,-0.002620692
-0.001067,0.000223,-0.097871,-1.70E-05,3.20E-05,8.00E-06,2.056467827,-0.070317338,0.000456165
-0.000873,4.10E-05,-0.098177,-2.70E-05,4.20E-05,1.00E-06,2.039248706,-0.083564956,0.002573738
-0.000625,3.10E-05,-0.097844,5.80E-05,2.90E-05,1.10E-05,2.03628148,-0.076355161,0.004632999
-0.000419,-7.60E-05,-0.097923,8.00E-06,-2.00E-06,1.30E-05,2.034452501,-0.045944985,0.002581659
-0.000302,-9.30E-05,-0.097986,-2.70E-05,2.20E-05,-3.00E-06,2.035819471,-0.047383603,-0.0240633
7.40E-05,-0.000416,-0.098175,-5.70E-05,2.30E-05,-3.40E-05,2.052899287,-0.084135062,-0.032314866
0.000242,5.90E-05,-0.097864,4.00E-05,1.40E-05,-7.00E-06,2.049690137,-0.115326848,-0.021023238
0.000229,0.000224,-0.097867,-4.00E-06,1.20E-05,2.10E-05,2.047461083,-0.103030934,0.002548015
0.000231,-0.000158,-0.097748,5.80E-05,-2.00E-06,4.20E-05,2.042815592,-0.078450787,0.001534888
0.000265,-0.000236,-0.0982,-8.00E-05,3.00E-06,3.20E-05,2.037613864,-0.071995084,-0.010743318
0.000318,-3.00E-06,-0.098117,5.00E-06,-1.10E-05,-4.00E-06,2.041876775,-0.066149615,-0.016909029
3.10E-05,-3.10E-05,-0.097825,4.80E-05,-2.10E-05,-3.00E-06,2.03958721,-0.05820708,-0.022025575
4.30E-05,-0.000244,-0.098039,-5.60E-05,-6.00E-06,-1.00E-06,2.054908672,-0.073244802,-0.041547461
0.00027,0.000185,-0.098069,-0.000118,1.80E-05,-2.40E-05,2.058136342,-0.097839355,-0.03233092
-5.00E-06,0.000233,-0.097632,0.000101,1.40E-05,-3.00E-06,2.056923356,-0.105091792,0.004562883
0.000278,0.000396,-0.097787,-3.50E-05,7.00E-06,2.80E-05,2.047309709,-0.085640036,0.015864977
0.000222,0.000165,-0.098222,5.80E-05,1.70E-05,1.40E-05,2.024388751,-0.056213005,-0.012746698
0.000265,-0.000378,-0.097916,2.80E-05,-7.00E-06,-8.00E-06,2.01651524,-0.068628165,-0.026033725
0.000215,-0.000486,-0.098082,-3.40E-05,-7.00E-06,-1.80E-05,2.04718321,-0.085650108,-0.018972792
0.000308,0.000299,-0.097658,-2.40E-05,4.00E-06,1.30E-05,2.055861749,-0.081198013,-0.0128587
0.000551,0.000442,-0.097878,5.80E-05,1.70E-05,5.00E-06,2.052255348,-0.079064811,-0.001574588
0.000465,-0.000123,-0.098226,2.60E-05,2.50E-05,-6.00E-06,2.027622509,-0.085160429,-0.020948128
0.000447,-0.00048,-0.098025,-3.50E-05,-7.00E-06,-2.10E-05,2.029322235,-0.102530077,-0.012752784
0.000392,3.30E-05,-0.097978,3.10E-05,-2.70E-05,2.00E-06,2.034363186,-0.097396889,-0.007650158
0.000535,-0.000172,-0.097932,9.50E-05,-7.00E-06,2.50E-05,2.057823409,-0.060162564,-0.008773764
0.000231,-0.000199,-0.098165,-6.00E-06,2.00E-05,1.00E-05,2.054606606,-0.035565067,-0.014916323
0.000814,0.000421,-0.098312,-5.80E-05,3.10E-05,-4.40E-05,2.053525791,-0.070362995,-0.030272941
0.000854,9.90E-05,-0.097867,5.30E-05,1.30E-05,-5.50E-05,2.039638042,-0.116901484,-0.019960874
0.000684,-0.000139,-0.097566,2.70E-05,-1.70E-05,7.00E-06,2.03046294,-0.12642506,0.010816544
0.000703,-0.000271,-0.097679,0.000112,2.00E-06,4.60E-05,2.041745253,-0.095855273,0.021012775
0.0007,-5.30E-05,-0.098176,-4.20E-05,1.30E-05,4.20E-05,2.041844792,-0.048758731,0.002555526
0.001219,-2.80E-05,-0.098346,-2.90E-05,3.70E-05,-5.00E-06,2.042384162,-0.045137826,-0.034336753
0.001265,-0.000223,-0.098164,-0.000107,1.00E-05,-3.20E-05,2.034872352,-0.089433649,-0.053765564
0.001484,0.000192,-0.098154,2.80E-05,-3.70E-05,-1.40E-05,2.06215289,-0.121711368,-0.034390633
0.001268,-0.000235,-0.097923,6.10E-05,-1.60E-05,2.00E-05,2.045752626,-0.135670592,-0.010756803
0.000801,0.000584,-0.097565,-0.000113,-1.30E-05,3.00E-05,2.038292286,-0.111119021,0.007709838
0.00047,0.000602,-0.097828,6.00E-05,-6.00E-06,3.70E-05,2.022740555,-0.085946102,-0.003510369
0.000578,-0.000153,-0.098073,8.00E-05,-2.80E-05,1.40E-05,2.029529054,-0.052536254,-0.020965148
0.000275,-0.000651,-0.098024,-5.60E-05,-2.60E-05,-1.30E-05,2.052729371,-0.060959017,-0.043594575
3.20E-05,-0.000577,-0.098024,-0.000103,-2.00E-06,-2.30E-05,2.055330767,-0.096435915,-0.044619802
-2.50E-05,-0.000184,-0.097812,2.30E-05,1.30E-05,-2.40E-05,2.058776347,-0.134069804,-0.019004439
0.000153,0.000132,-0.097635,3.60E-05,-7.00E-06,1.50E-05,2.040703474,-0.126307064,0.015901907
-0.00038,0.000483,-0.097587,0.000122,-3.70E-05,5.20E-05,2.019118699,-0.076566655,0.018019914
-0.000365,-0.000319,-0.098065,3.40E-05,-2.50E-05,2.90E-05,2.03248399,-0.052500243,-0.011754242
-0.000572,-9.50E-05,-0.098228,-0.000154,-2.00E-05,-1.70E-05,2.049889488,-0.062443613,-0.041534443
-0.00066,5.90E-05,-0.098171,1.80E-05,7.00E-06,-4.50E-05,2.058939745,-0.092771622,-0.045659418
-0.000796,0.000132,-0.098006,-5.00E-06,1.20E-05,-4.30E-05,2.055862205,-0.128310692,-0.017969993
-0.000551,0.000572,-0.097659,0.000115,4.00E-06,1.70E-05,2.055127534,-0.115991547,0.019944718
-0.000389,-0.00017,-0.097457,4.00E-05,-8.00E-06,4.30E-05,2.048058794,-0.068972612,0.025081708
-0.000397,0.000295,-0.098288,-3.10E-05,-6.00E-06,-2.00E-06,2.039845071,-0.062560792,-0.02202637
-0.00079,-0.000204,-0.098189,-7.50E-05,-2.80E-05,-5.60E-05,2.037121617,-0.085788234,-0.050703015
-0.00135,-0.00019,-0.097857,7.10E-05,-5.90E-05,-2.60E-05,2.038848902,-0.106055728,-0.040456977
-0.001489,-0.001011,-0.097761,1.70E-05,-6.40E-05,1.80E-05,2.050931128,-0.083444853,-0.031285619
-0.002088,0.00025,-0.097961,-0.000118,-3.90E-05,1.40E-05,2.064872201,-0.099946927,-0.039531819
-0.002448,0.000492,-0.097665,3.70E-05,-2.50E-05,-5.00E-06,2.051365854,-0.118222616,-0.028203829
-0.003269,-0.000248,-0.097748,8.70E-05,-4.00E-05,7.00E-06,2.046799415,-0.093634551,-0.007698103
-0.003365,3.10E-05,-0.097737,-1.40E-05,-3.70E-05,1.80E-05,2.048755423,-0.069693994,0.009709164
-0.003497,-1.80E-05,-0.097817,2.00E-05,-1.10E-05,-3.00E-06,2.047648414,-0.041448926,-0.004641402
-0.003348,-0.000303,-0.098107,3.40E-05,1.00E-05,-2.50E-05,2.04411142,-0.055264209,-0.025119465
-0.003283,-0.001192,-0.098135,-4.60E-05,2.20E-05,-3.30E-05,2.057555946,-0.088438074,-0.025161222
-0.003349,0.000371,-0.097861,-0.000108,2.60E-05,-2.40E-05,2.054386304,-0.116729435,0.007650626
-0.003183,9.70E-05,-0.097601,0.000191,1.80E-05,6.00E-06,2.046974954,-0.095072178,0.033291917
-0.002861,-0.00066,-0.097769,-8.10E-05,2.80E-05,1.50E-05,2.050777482,-0.050099326,0.031215387
-0.002317,0.000182,-0.098382,7.35E-22,5.50E-05,-1.20E-05,2.00802956,-0.060034623,0.007810212
-0.00214,-7.00E-06,-0.097608,-0.000632,8.00E-05,3.40E-05,1.982784137,-0.551597414,0.211959914
0.003108,-0.001148,-0.098788,0.000937,0.00091,0.00168,1.785611414,-0.880787887,0.112368265
0.007652,-0.011854,-0.09671,0.000159,0.000211,0.002781,1.673913118,-0.742980824,0.141443675
0.007247,-0.004213,-0.098749,-0.000806,0.000446,0.002254,1.563465035,-0.744318834,0.057834202
0.008639,-0.00919,-0.099169,-2.10E-05,0.000243,0.002423,1.455987515,-0.688375075,-0.017603917
0.007606,-0.007349,-0.098693,6.00E-05,7.70E-05,0.002332,1.379792404,-0.608115876,0.018526144
0.006262,-0.011565,-0.097601,6.20E-05,0.000136,0.002145,1.385629325,-0.539198093,0.055374738
0.005293,-0.010008,-0.098142,-0.000465,0.000236,0.001984,1.394251941,-0.54054758,0.032799405
0.005293,-0.008074,-0.098294,0.000226,0.000158,0.002069,1.44076021,-0.384207568,-0.012505706
0.005504,-0.000389,-0.09827,-0.000783,1.10E-05,0.001694,1.590857556,-0.088215086,-0.008028124
0.00453,-0.002031,-0.098578,0.000221,3.60E-05,0.000596,1.723531034,0.078580321,-0.036241077
0.004341,-0.000972,-0.097914,-0.000387,-5.40E-05,8.30E-05,1.861090782,0.156316089,-0.014238016
0.004016,-0.000387,-0.09743,2.80E-05,-1.90E-05,-4.10E-05,1.998433515,0.188395933,-0.001443851
0.003849,-0.001133,-0.097601,-4.90E-05,2.30E-05,-2.30E-05,2.112542952,0.210043537,-0.036720539
0.003366,-0.001376,-0.098369,0.000139,-2.30E-05,3.30E-05,2.178821814,0.231117572,-0.071815588
0.00203,-0.00196,-0.097886,-9.70E-05,-0.000149,5.10E-05,2.242613016,0.243484657,-0.026973321
0.0011,-0.000857,-0.097236,-0.00012,-0.000118,2.00E-05,2.356017565,0.22746121,0.015641398
0.001237,-3.60E-05,-0.097892,-5.50E-05,1.90E-05,1.00E-05,2.45655889,0.225028442,-0.044170754
0.000602,0.000258,-0.099182,7.50E-05,-1.60E-05,3.80E-05,2.45673771,0.241677032,-0.138450607
-0.000948,0.000534,-0.097692,4.80E-05,-0.000221,2.20E-05,2.475448567,0.281050777,-0.046307202
-0.002129,0.000289,-0.096298,-0.00033,-0.000113,-1.80E-05,2.563830427,0.253870068,0.048666331
-0.001965,0.001509,-0.097964,0.000113,0.000116,-1.00E-06,2.636160905,0.248927206,-0.008989676
-0.001498,0.00025,-0.098795,1.70E-05,2.80E-05,1.80E-05,2.632357714,0.25104629,-0.053040213
-0.002231,0.001207,-0.097685,-0.000103,-9.60E-05,-1.22E-20,2.635277631,0.26123535,-0.015138717
-0.00253,0.000423,-0.097275,0.000126,-2.00E-05,-2.60E-05,2.669503978,0.259479759,0.020598865
-0.002132,0.00019,-0.098083,-6.30E-05,7.50E-05,-1.30E-05,2.708032094,0.246170926,0.008159994
-0.001789,0.000472,-0.098238,5.00E-06,4.40E-05,-5.00E-06,2.731229043,0.237746982,-0.022667479
-0.001651,0.000237,-0.098332,7.00E-05,-5.00E-06,-2.00E-05,2.716596436,0.24481517,-0.032861249
-0.001958,0.000402,-0.098246,-6.80E-05,-2.20E-05,-8.00E-06,2.731746699,0.263121378,0.003966894
-0.001823,0.000721,-0.096905,0.000144,-7.00E-06,-1.80E-05,2.732899046,0.249383221,0.073649761
-0.001169,0.001829,-0.097282,-0.000105,0.000142,-1.60E-05,2.77358054,0.229571309,0.037635356
-0.000169,0.001282,-0.09882,5.40E-05,8.60E-05,8.00E-06,2.745482495,0.250956627,-0.045269998
-0.00045,0.001325,-0.098464,4.10E-05,-6.30E-05,1.00E-06,2.713387601,0.266512983,-0.047202113
-0.000549,0.001025,-0.097238,-2.50E-05,-6.10E-05,-4.00E-05,2.742038471,0.253101227,0.011104821
-0.000701,0.001535,-0.097335,-0.000123,3.50E-05,-2.10E-05,2.751788704,0.230757519,0.028494199
-0.000495,0.002018,-0.09816,0.000138,8.00E-05,-2.50E-05,2.740630113,0.244385247,-0.006308631
0.000321,0.001482,-0.098598,-3.80E-05,1.80E-05,-1.10E-05,2.717172684,0.258591586,-0.030818136
-0.00028,0.000886,-0.097819,5.00E-05,-7.10E-05,7.00E-06,2.701229999,0.268552671,0.00305657
-0.000478,0.000666,-0.098088,-5.20E-05,7.00E-06,-3.90E-05,2.728974384,0.257294866,0.021400056
0.00014,0.001388,-0.097763,-9.70E-05,4.20E-05,-1.20E-05,2.738538339,0.24363881,0.01829364
0.000619,0.002031,-0.09826,8.80E-05,5.10E-05,-3.00E-06,2.710039483,0.24691032,-0.036936103
0.000349,0.000824,-0.098054,3.50E-05,-3.70E-05,-3.40E-05,2.703411818,0.248999745,-0.056381799
-0.000325,0.001078,-0.097476,2.70E-05,-6.20E-05,-2.90E-05,2.696128847,0.260513413,-0.028689234
-0.001296,-0.000272,-0.0973,-5.30E-05,-5.00E-05,-1.80E-05,2.734296616,0.240694037,0.041878611
-0.000331,0.001373,-0.098162,-7.70E-05,0.000109,-2.80E-05,2.725491195,0.237681536,0.000923359
0.000232,0.001825,-0.098991,0.000102,2.90E-05,-1.90E-05,2.706355644,0.249037241,-0.0399968
-0.000212,0.001065,-0.097302,-0.000102,-6.30E-05,-1.40E-05,2.707906009,0.253413104,-3.95E-05
-6.30E-05,0.000152,-0.0976,6.20E-05,4.00E-06,-1.60E-05,2.709334563,0.254878913,0.00200468
-0.000109,-0.000223,-0.098839,-7.60E-05,4.20E-05,1.00E-06,2.716630001,0.236114519,-0.043106095
-0.000105,0.000699,-0.098901,2.80E-05,-2.10E-05,-2.30E-05,2.678111618,0.2320208,-0.081899921
-0.000574,0.000124,-0.097248,5.00E-06,-0.000128,-4.50E-05,2.628490341,0.266983063,0.128348366
-0.002929,-0.002168,-0.09194,0.001346,0.000556,-0.000171,2.364664837,0.182094282,0.808760717
0.020192,-0.006389,-0.103303,-0.000354,0.002866,0.00016,2.261743319,0.208243659,0.125647118
0.031648,-0.00215,-0.096361,-0.000363,-1.80E-05,-2.00E-06,2.190466329,0.220426426,0.09926859
0.031713,0.000961,-0.093176,-0.000448,0.00012,4.10E-05,2.155769007,0.206962514,0.081983035
0.032981,0.000374,-0.092183,0.00021,5.30E-05,1.70E-05,2.149585337,0.231519152,0.064578601
0.033491,-0.001547,-0.092756,-5.80E-05,5.20E-05,3.70E-05,2.148286838,0.261198569,0.014366112
0.033273,-0.000232,-0.0923,-7.40E-05,-6.00E-06,4.90E-05,2.122496191,0.289142985,-0.00808729
0.033288,-0.000704,-0.092072,5.00E-05,-3.60E-05,3.60E-05,2.108267131,0.277386061,0.029881854
0.033148,-0.000839,-0.091655,-0.000144,-3.10E-05,4.40E-05,2.12097122,0.253631507,0.056481533
0.033549,0.000147,-0.092427,-2.50E-05,3.80E-05,-1.10E-05,2.111250651,0.079602605,0.006356933
0.032135,-0.005209,-0.092689,8.60E-05,6.00E-05,0.000876,1.991063509,-0.10515273,0.020180526
0.032777,0.00151,-0.09114,-0.001001,-7.70E-05,0.001706,1.917240066,-0.2176111,0.070697875
0.032269,0.003432,-0.093002,-0.000963,-6.30E-05,0.001552,1.852020689,-0.116282901,-0.187296285
